Trade ID,Symbol,Side,Entry Time,Exit Time,Entry Price,Exit Price,PnL ($),PnL (%),Reason,Leverage
568f7ac1,ALPACAUSDT,LONG,2022-05-13T16:30:00.000Z,2022-05-13T16:45:00.000Z,0.32,0.32,19.28,0.35,STOP_LOSS,10.0
15efac88,XRPUSDT,LONG,2022-05-13T17:30:00.000Z,2022-05-13T17:45:00.000Z,0.42,0.42,-33.31,-0.62,STOP_LOSS,10.0
183d9fbd,BTCUSDT,LONG,2022-05-13T17:45:00.000Z,2022-05-13T18:00:00.000Z,29603.80,29514.67,-18.28,-0.34,STOP_LOSS,10.0
587b1f54,DOGEUSDT,LONG,2022-05-13T18:00:00.000Z,2022-05-13T18:30:00.000Z,0.09,0.09,65.24,2.03,TAKE_PROFIT_1,10.0
234ab22c,ETHUSDT,LONG,2022-05-13T18:00:00.000Z,2022-05-13T23:00:00.000Z,2033.84,2031.52,-8.58,-0.15,TRAILING_STOP,10.0
32bc193c,SOLUSDT,LONG,2022-05-13T23:00:00.000Z,2022-05-13T23:15:00.000Z,49.34,49.32,-4.33,-0.08,STOP_LOSS,10.0
587b1f54,DOGEUSDT,LONG,2022-05-13T18:00:00.000Z,2022-05-13T23:30:00.000Z,0.09,0.09,-4.90,-0.23,BREAKEVEN,10.0
25c40c1a,BTCUSDT,LONG,2022-05-13T23:30:00.000Z,2022-05-13T23:45:00.000Z,29237.49,29187.34,-10.07,-0.21,STOP_LOSS,10.0
a5ea0a9a,ETHUSDT,LONG,2022-05-13T23:30:00.000Z,2022-05-13T23:45:00.000Z,2012.46,2015.47,5.81,0.11,STOP_LOSS,10.0
d9ad6993,SOLUSDT,LONG,2022-05-13T23:30:00.000Z,2022-05-13T23:45:00.000Z,48.70,48.84,12.48,0.24,STOP_LOSS,10.0
8cd49f0c,ALPACAUSDT,LONG,2022-05-13T23:45:00.000Z,2022-05-14T00:15:00.000Z,0.31,0.31,61.12,1.88,TAKE_PROFIT_1,10.0
8cd49f0c,ALPACAUSDT,LONG,2022-05-13T23:45:00.000Z,2022-05-14T04:30:00.000Z,0.31,0.31,18.57,0.86,TRAILING_STOP,10.0
8241f75f,BNXUSDT,LONG,2022-05-14T04:45:00.000Z,2022-05-14T05:00:00.000Z,129.47,131.83,103.49,1.78,STOP_LOSS,10.0
9e945024,BNXUSDT,LONG,2022-05-14T05:30:00.000Z,2022-05-14T05:45:00.000Z,127.56,127.92,16.84,0.24,STOP_LOSS,10.0
8eaf0b51,BNXUSDT,LONG,2022-05-14T06:00:00.000Z,2022-05-14T06:15:00.000Z,126.37,125.95,-26.66,-0.37,TRAILING_STOP,10.0
ad991cb2,BNXUSDT,LONG,2022-05-14T08:00:00.000Z,2022-05-14T09:00:00.000Z,124.14,127.59,112.41,2.74,TAKE_PROFIT_1,10.0
99e46481,ALPACAUSDT,LONG,2022-05-14T07:45:00.000Z,2022-05-14T09:30:00.000Z,0.31,0.31,-7.01,-0.10,TRAILING_STOP,10.0
3b3a129c,SOLUSDT,LONG,2022-05-14T09:30:00.000Z,2022-05-14T09:45:00.000Z,50.09,49.84,-38.23,-0.54,STOP_LOSS,10.0
b23753ba,ALPACAUSDT,LONG,2022-05-14T10:00:00.000Z,2022-05-14T10:30:00.000Z,0.31,0.31,-5.83,-0.08,TRAILING_STOP,10.0
5c4d9f99,ETHUSDT,LONG,2022-05-14T10:45:00.000Z,2022-05-14T11:00:00.000Z,2012.24,1998.90,-48.23,-0.70,STOP_LOSS,10.0
c46a3f9a,XRPUSDT,LONG,2022-05-14T10:45:00.000Z,2022-05-14T11:00:00.000Z,0.41,0.41,16.33,0.32,STOP_LOSS,10.0
d064e68a,DOGEUSDT,LONG,2022-05-14T11:00:00.000Z,2022-05-14T11:15:00.000Z,0.09,0.09,-14.00,-0.20,TRAILING_STOP,10.0
ad991cb2,BNXUSDT,LONG,2022-05-14T08:00:00.000Z,2022-05-14T11:15:00.000Z,124.14,123.71,-10.57,-0.39,BREAKEVEN,10.0
f1e5a9a8,ALPACAUSDT,LONG,2022-05-14T13:15:00.000Z,2022-05-14T13:30:00.000Z,0.29,0.29,-7.04,-0.10,TRAILING_STOP,10.0
d6404114,ALPACAUSDT,LONG,2022-05-14T13:45:00.000Z,2022-05-14T14:00:00.000Z,0.29,0.29,48.82,0.74,STOP_LOSS,10.0
f22eb684,XRPUSDT,LONG,2022-05-14T13:45:00.000Z,2022-05-14T14:00:00.000Z,0.40,0.40,29.23,0.43,STOP_LOSS,10.0
0e94bf98,ETHUSDT,LONG,2022-05-14T13:45:00.000Z,2022-05-14T16:00:00.000Z,1959.39,1957.84,-7.99,-0.12,TRAILING_STOP,10.0
667beb0b,BNXUSDT,LONG,2022-05-15T02:45:00.000Z,2022-05-15T03:00:00.000Z,130.22,130.31,1.77,0.02,STOP_LOSS,10.0
6af287ce,SOLUSDT,LONG,2022-05-15T03:15:00.000Z,2022-05-15T03:30:00.000Z,49.71,49.67,-8.11,-0.11,TRAILING_STOP,10.0
7612abf4,BNXUSDT,LONG,2022-05-15T13:45:00.000Z,2022-05-15T14:00:00.000Z,130.29,130.98,34.84,0.49,STOP_LOSS,10.0
15fb6e69,SOLUSDT,LONG,2022-05-16T02:45:00.000Z,2022-05-16T03:30:00.000Z,55.66,55.61,-10.70,-0.14,TRAILING_STOP,10.0
35a566ed,SOLUSDT,LONG,2022-05-16T04:00:00.000Z,2022-05-16T04:15:00.000Z,55.35,55.05,-43.30,-0.59,STOP_LOSS,10.0
fc67cf36,SOLUSDT,LONG,2022-05-16T04:30:00.000Z,2022-05-16T05:15:00.000Z,54.89,56.23,99.16,2.41,TAKE_PROFIT_1,10.0
fc67cf36,SOLUSDT,LONG,2022-05-16T04:30:00.000Z,2022-05-16T06:00:00.000Z,54.89,54.72,-9.13,-0.33,BREAKEVEN,10.0
4f625087,XRPUSDT,LONG,2022-05-16T06:00:00.000Z,2022-05-16T06:15:00.000Z,0.42,0.42,-58.79,-0.79,STOP_LOSS,10.0
5f35c8fb,ETHUSDT,LONG,2022-05-16T06:15:00.000Z,2022-05-16T06:30:00.000Z,2016.71,2019.28,6.52,0.09,STOP_LOSS,10.0
9758af1f,BNXUSDT,LONG,2022-05-16T06:15:00.000Z,2022-05-16T06:30:00.000Z,127.99,128.61,32.85,0.44,STOP_LOSS,10.0
7af5e75b,BTCUSDT,LONG,2022-05-16T06:15:00.000Z,2022-05-16T07:00:00.000Z,29441.30,29428.60,-5.93,-0.08,TRAILING_STOP,10.0
259fcf12,ETHUSDT,LONG,2022-05-16T06:45:00.000Z,2022-05-16T07:00:00.000Z,2005.77,1998.82,-28.63,-0.39,STOP_LOSS,10.0
69be4318,BTCUSDT,LONG,2022-05-16T07:15:00.000Z,2022-05-16T10:15:00.000Z,29294.42,29902.71,85.90,2.04,TAKE_PROFIT_1,10.0
efff66fe,DOGEUSDT,LONG,2022-05-16T10:00:00.000Z,2022-05-16T10:30:00.000Z,0.09,0.09,91.46,2.14,TAKE_PROFIT_1,10.0
78dd1c18,XRPUSDT,LONG,2022-05-16T13:45:00.000Z,2022-05-16T14:15:00.000Z,0.41,0.42,99.77,1.90,TAKE_PROFIT_1,10.0
69be4318,BTCUSDT,LONG,2022-05-16T07:15:00.000Z,2022-05-16T15:30:00.000Z,29294.42,29367.36,5.88,0.21,TRAILING_STOP,10.0
efff66fe,DOGEUSDT,LONG,2022-05-16T10:00:00.000Z,2022-05-16T15:30:00.000Z,0.09,0.09,-6.30,-0.22,BREAKEVEN,10.0
567413e5,SOLUSDT,LONG,2022-05-16T15:30:00.000Z,2022-05-16T15:45:00.000Z,52.01,53.04,112.89,1.94,TAKE_PROFIT_1,10.0
ef7b3bda,BTCUSDT,LONG,2022-05-16T16:30:00.000Z,2022-05-16T16:45:00.000Z,29192.83,29102.01,-37.90,-0.35,STOP_LOSS,10.0
39c21c4f,DOGEUSDT,LONG,2022-05-16T16:45:00.000Z,2022-05-16T18:00:00.000Z,0.09,0.09,108.93,1.88,TAKE_PROFIT_1,10.0
78dd1c18,XRPUSDT,LONG,2022-05-16T13:45:00.000Z,2022-05-16T19:45:00.000Z,0.41,0.42,97.79,2.79,TRAILING_STOP,10.0
6a5f9475,BNXUSDT,LONG,2022-05-17T00:00:00.000Z,2022-05-17T00:15:00.000Z,128.48,130.75,100.49,1.72,TAKE_PROFIT_1,10.0
6a5f9475,BNXUSDT,LONG,2022-05-17T00:00:00.000Z,2022-05-17T14:30:00.000Z,128.48,127.98,-16.70,-0.43,BREAKEVEN,10.0
567413e5,SOLUSDT,LONG,2022-05-16T15:30:00.000Z,2022-05-17T14:45:00.000Z,52.01,54.54,187.53,4.83,TRAILING_STOP,10.0
592019fb,SOLUSDT,LONG,2022-05-17T15:15:00.000Z,2022-05-17T15:30:00.000Z,54.43,55.48,170.88,1.89,TAKE_PROFIT_1,10.0
592019fb,SOLUSDT,LONG,2022-05-17T15:15:00.000Z,2022-05-17T16:00:00.000Z,54.43,54.33,-13.24,-0.22,BREAKEVEN,10.0
19743a70,BNXUSDT,LONG,2022-05-17T16:00:00.000Z,2022-05-17T16:15:00.000Z,125.07,123.95,-141.28,-0.94,STOP_LOSS,10.0
39c21c4f,DOGEUSDT,LONG,2022-05-16T16:45:00.000Z,2022-05-17T18:15:00.000Z,0.09,0.09,72.45,1.87,TRAILING_STOP,10.0
2b707eac,SOLUSDT,LONG,2022-05-17T18:15:00.000Z,2022-05-17T18:30:00.000Z,53.21,53.55,90.35,0.60,STOP_LOSS,10.0
bab76689,XRPUSDT,LONG,2022-05-17T18:15:00.000Z,2022-05-17T19:00:00.000Z,0.42,0.43,140.56,1.89,TAKE_PROFIT_1,10.0
bab76689,XRPUSDT,LONG,2022-05-17T18:15:00.000Z,2022-05-18T03:30:00.000Z,0.42,0.43,109.70,2.21,TRAILING_STOP,10.0
6ccc639d,SOLUSDT,LONG,2022-05-18T03:15:00.000Z,2022-05-18T03:45:00.000Z,55.51,55.18,-113.44,-0.63,STOP_LOSS,10.0
bd480a32,DOGEUSDT,LONG,2022-05-18T03:00:00.000Z,2022-05-18T03:45:00.000Z,0.09,0.09,-100.08,-0.55,STOP_LOSS,10.0
3dd9e1ed,XRPUSDT,LONG,2022-05-18T04:45:00.000Z,2022-05-18T05:30:00.000Z,0.43,0.43,-11.16,-0.07,TRAILING_STOP,10.0
cb2b46d0,XRPUSDT,LONG,2022-05-18T07:00:00.000Z,2022-05-18T08:15:00.000Z,0.42,0.42,-13.40,-0.08,TRAILING_STOP,10.0
d8030e95,SOLUSDT,LONG,2022-05-18T08:30:00.000Z,2022-05-18T08:45:00.000Z,54.47,54.45,-13.24,-0.08,TRAILING_STOP,10.0
92e480f1,BNXUSDT,LONG,2022-05-18T09:15:00.000Z,2022-05-18T09:30:00.000Z,121.95,122.95,118.22,0.78,STOP_LOSS,10.0
aa750313,SOLUSDT,LONG,2022-05-18T11:30:00.000Z,2022-05-18T12:00:00.000Z,53.85,53.78,-28.93,-0.17,TRAILING_STOP,10.0
1b9e22d8,DOGEUSDT,LONG,2022-05-18T09:15:00.000Z,2022-05-18T12:15:00.000Z,0.09,0.09,-14.84,-0.09,TRAILING_STOP,10.0
d317b6c8,XRPUSDT,LONG,2022-05-18T12:30:00.000Z,2022-05-18T12:45:00.000Z,0.42,0.42,-12.96,-0.08,STOP_LOSS,10.0
35139b2b,SOLUSDT,LONG,2022-05-18T12:45:00.000Z,2022-05-18T13:00:00.000Z,52.95,53.06,31.28,0.19,STOP_LOSS,10.0
40f85486,DOGEUSDT,LONG,2022-05-18T13:30:00.000Z,2022-05-18T14:30:00.000Z,0.09,0.09,-30.80,-0.18,TRAILING_STOP,10.0
c606b53b,ETHUSDT,LONG,2022-05-18T14:30:00.000Z,2022-05-18T14:45:00.000Z,1969.21,1968.31,-7.46,-0.09,TRAILING_STOP,10.0
7b7ce612,SOLUSDT,LONG,2022-05-18T14:30:00.000Z,2022-05-18T14:45:00.000Z,50.62,51.02,126.91,0.75,STOP_LOSS,10.0
142a19e2,XRPUSDT,LONG,2022-05-18T14:30:00.000Z,2022-05-18T14:45:00.000Z,0.41,0.41,-56.81,-0.34,STOP_LOSS,10.0
393e4175,BTCUSDT,LONG,2022-05-18T14:45:00.000Z,2022-05-18T15:15:00.000Z,29090.04,28933.49,-59.75,-0.58,STOP_LOSS,10.0
cd02ac4e,ETHUSDT,LONG,2022-05-18T15:15:00.000Z,2022-05-18T15:30:00.000Z,1948.39,1951.35,18.96,0.11,STOP_LOSS,10.0
26965881,BTCUSDT,LONG,2022-05-18T16:00:00.000Z,2022-05-18T19:00:00.000Z,28779.79,29383.81,203.09,2.06,TAKE_PROFIT_1,10.0
4b004533,ETHUSDT,LONG,2022-05-18T16:00:00.000Z,2022-05-18T19:00:00.000Z,1934.48,1977.68,216.37,2.19,TAKE_PROFIT_1,10.0
62986bf1,BNXUSDT,LONG,2022-05-18T21:30:00.000Z,2022-05-18T21:45:00.000Z,119.24,118.44,-145.91,-0.71,STOP_LOSS,10.0
26965881,BTCUSDT,LONG,2022-05-18T16:00:00.000Z,2022-05-18T23:15:00.000Z,28779.79,28785.83,-1.25,-0.02,TRAILING_STOP,10.0
4b004533,ETHUSDT,LONG,2022-05-18T16:00:00.000Z,2022-05-18T23:15:00.000Z,1934.48,1930.29,-16.87,-0.26,TRAILING_STOP,10.0
fbe9e9c5,DOGEUSDT,LONG,2022-05-18T23:15:00.000Z,2022-05-18T23:30:00.000Z,0.08,0.08,-24.92,-0.15,TRAILING_STOP,10.0
0c087556,XRPUSDT,LONG,2022-05-19T00:00:00.000Z,2022-05-19T00:30:00.000Z,0.40,0.41,221.39,2.26,TAKE_PROFIT_1,10.0
cdb18936,ETHUSDT,LONG,2022-05-19T00:00:00.000Z,2022-05-19T01:45:00.000Z,1910.65,1908.91,-24.06,-0.13,TRAILING_STOP,10.0
0c087556,XRPUSDT,LONG,2022-05-19T00:00:00.000Z,2022-05-19T01:45:00.000Z,0.40,0.40,-16.57,-0.25,BREAKEVEN,10.0
daedab12,BTCUSDT,LONG,2022-05-18T23:45:00.000Z,2022-05-19T02:00:00.000Z,28678.65,28675.42,-9.47,-0.05,TRAILING_STOP,10.0
70ca1b8a,SOLUSDT,LONG,2022-05-19T01:45:00.000Z,2022-05-19T02:00:00.000Z,48.39,49.00,247.25,1.21,STOP_LOSS,10.0
a2ff92ca,BNXUSDT,LONG,2022-05-19T01:45:00.000Z,2022-05-19T02:00:00.000Z,117.38,117.49,9.83,0.05,STOP_LOSS,10.0
87b5cf15,XRPUSDT,LONG,2022-05-19T02:00:00.000Z,2022-05-19T02:15:00.000Z,0.39,0.40,287.33,1.44,STOP_LOSS,10.0
86265e74,BNXUSDT,LONG,2022-05-19T08:00:00.000Z,2022-05-19T08:15:00.000Z,114.37,114.20,-48.51,-0.19,TRAILING_STOP,10.0
e459d73f,DOGEUSDT,LONG,2022-05-19T08:45:00.000Z,2022-05-19T09:30:00.000Z,0.08,0.08,-178.59,-0.73,STOP_LOSS,10.0
4e0f5a60,BNXUSDT,LONG,2022-05-19T09:15:00.000Z,2022-05-19T09:30:00.000Z,112.11,111.70,-99.12,-0.40,STOP_LOSS,10.0
44301b66,SOLUSDT,LONG,2022-05-19T10:30:00.000Z,2022-05-19T11:15:00.000Z,48.48,49.50,269.56,2.08,TAKE_PROFIT_1,10.0
4f98480e,BNXUSDT,LONG,2022-05-19T11:00:00.000Z,2022-05-19T11:45:00.000Z,105.14,109.57,539.46,4.18,TAKE_PROFIT_1,10.0
4f98480e,BNXUSDT,LONG,2022-05-19T11:00:00.000Z,2022-05-19T13:45:00.000Z,105.14,108.90,304.58,3.54,TRAILING_STOP,10.0
44301b66,SOLUSDT,LONG,2022-05-19T10:30:00.000Z,2022-05-19T20:00:00.000Z,48.48,51.49,534.61,6.18,TRAILING_STOP,10.0
20d912b8,SOLUSDT,LONG,2022-05-20T04:45:00.000Z,2022-05-20T05:30:00.000Z,50.66,51.58,407.09,1.79,TAKE_PROFIT_1,10.0
d91d888a,BTCUSDT,LONG,2022-05-20T06:30:00.000Z,2022-05-20T11:45:00.000Z,29870.36,30496.39,467.68,2.05,TAKE_PROFIT_1,10.0
20d912b8,SOLUSDT,LONG,2022-05-20T04:45:00.000Z,2022-05-20T12:45:00.000Z,50.66,51.43,224.83,1.48,TRAILING_STOP,10.0
0060abb7,SOLUSDT,LONG,2022-05-20T13:00:00.000Z,2022-05-20T13:30:00.000Z,51.79,51.69,-113.62,-0.23,TRAILING_STOP,10.0
d91d888a,BTCUSDT,LONG,2022-05-20T06:30:00.000Z,2022-05-20T14:15:00.000Z,29870.36,29877.88,-2.25,-0.01,TRAILING_STOP,10.0
cb106afd,SOLUSDT,LONG,2022-05-20T14:00:00.000Z,2022-05-20T14:15:00.000Z,51.08,51.06,-35.81,-0.08,STOP_LOSS,10.0
cf9688ef,BNXUSDT,LONG,2022-05-20T14:30:00.000Z,2022-05-20T14:45:00.000Z,117.80,117.05,-255.29,-0.67,STOP_LOSS,10.0
225d3daf,ETHUSDT,LONG,2022-05-20T14:45:00.000Z,2022-05-20T15:00:00.000Z,1984.34,1967.52,-336.58,-0.89,STOP_LOSS,10.0
cabe5c8c,SOLUSDT,LONG,2022-05-20T14:45:00.000Z,2022-05-20T15:00:00.000Z,50.22,50.31,66.69,0.14,STOP_LOSS,10.0
27fdc2dc,XRPUSDT,LONG,2022-05-20T15:00:00.000Z,2022-05-20T15:15:00.000Z,0.41,0.41,-44.28,-0.12,TRAILING_STOP,10.0
04290d2c,BTCUSDT,LONG,2022-05-20T15:30:00.000Z,2022-05-20T15:45:00.000Z,29210.07,29052.14,-234.42,-0.58,STOP_LOSS,10.0
78686709,ETHUSDT,LONG,2022-05-20T15:45:00.000Z,2022-05-20T16:00:00.000Z,1953.77,1939.24,-315.07,-0.78,STOP_LOSS,10.0
7591c3c2,BTCUSDT,LONG,2022-05-20T16:00:00.000Z,2022-05-20T16:15:00.000Z,28920.93,28909.90,-29.46,-0.08,TRAILING_STOP,10.0
f4f6460d,BTCUSDT,LONG,2022-05-20T16:30:00.000Z,2022-05-20T17:00:00.000Z,28811.26,28805.15,-20.89,-0.06,TRAILING_STOP,10.0
c617c7b4,BNXUSDT,LONG,2022-05-20T18:15:00.000Z,2022-05-20T19:30:00.000Z,115.50,117.76,390.57,1.92,TAKE_PROFIT_1,10.0
ff71ab40,XRPUSDT,LONG,2022-05-21T01:00:00.000Z,2022-05-21T01:15:00.000Z,0.41,0.40,-282.97,-0.75,STOP_LOSS,10.0
c617c7b4,BNXUSDT,LONG,2022-05-20T18:15:00.000Z,2022-05-21T01:15:00.000Z,115.50,115.36,-22.19,-0.16,BREAKEVEN,10.0
f47b3bfb,DOGEUSDT,LONG,2022-05-21T01:15:00.000Z,2022-05-21T03:45:00.000Z,0.08,0.08,223.23,1.72,TAKE_PROFIT_1,10.0
7ff6ede3,SOLUSDT,LONG,2022-05-21T11:15:00.000Z,2022-05-21T11:30:00.000Z,49.40,49.09,-244.83,-0.67,STOP_LOSS,10.0
6838fd89,BNXUSDT,LONG,2022-05-21T11:30:00.000Z,2022-05-21T12:30:00.000Z,115.79,115.74,-31.88,-0.09,TRAILING_STOP,10.0
d817d4b1,BNXUSDT,LONG,2022-05-21T22:00:00.000Z,2022-05-22T06:30:00.000Z,115.55,117.64,354.40,1.77,TAKE_PROFIT_1,10.0
d817d4b1,BNXUSDT,LONG,2022-05-21T22:00:00.000Z,2022-05-22T11:15:00.000Z,115.55,118.85,376.05,2.81,TRAILING_STOP,10.0
8d33b79a,BNXUSDT,LONG,2022-05-22T16:00:00.000Z,2022-05-22T18:00:00.000Z,117.38,117.38,-17.91,-0.04,TRAILING_STOP,10.0
62862686,BNXUSDT,LONG,2022-05-23T02:00:00.000Z,2022-05-23T02:15:00.000Z,115.81,116.44,204.14,0.51,STOP_LOSS,10.0
f47b3bfb,DOGEUSDT,LONG,2022-05-21T01:15:00.000Z,2022-05-23T14:00:00.000Z,0.08,0.09,335.60,3.88,TRAILING_STOP,10.0
7f37fda7,BNXUSDT,LONG,2022-05-23T13:30:00.000Z,2022-05-23T14:00:00.000Z,117.56,117.45,-57.89,-0.14,TRAILING_STOP,10.0
f8089874,DOGEUSDT,LONG,2022-05-23T14:15:00.000Z,2022-05-23T15:30:00.000Z,0.09,0.09,535.84,2.00,TAKE_PROFIT_1,10.0
f8089874,DOGEUSDT,LONG,2022-05-23T14:15:00.000Z,2022-05-23T18:15:00.000Z,0.09,0.09,-23.14,-0.13,BREAKEVEN,10.0
5c4d10ee,DOGEUSDT,LONG,2022-05-23T18:45:00.000Z,2022-05-23T19:00:00.000Z,0.09,0.09,-168.99,-0.34,STOP_LOSS,10.0
c12dbddc,XRPUSDT,LONG,2022-05-23T19:15:00.000Z,2022-05-23T19:45:00.000Z,0.41,0.41,-31.09,-0.09,TRAILING_STOP,10.0
00e216f1,SOLUSDT,LONG,2022-05-23T22:30:00.000Z,2022-05-23T23:00:00.000Z,48.90,48.88,-32.15,-0.10,TRAILING_STOP,10.0
9c7cb9d0,XRPUSDT,LONG,2022-05-23T22:30:00.000Z,2022-05-23T23:00:00.000Z,0.40,0.40,-37.30,-0.08,TRAILING_STOP,10.0
b2979013,BNXUSDT,LONG,2022-05-23T23:15:00.000Z,2022-05-23T23:45:00.000Z,112.58,115.15,633.50,2.24,TAKE_PROFIT_1,10.0
86af1ddd,DOGEUSDT,LONG,2022-05-23T23:15:00.000Z,2022-05-24T03:00:00.000Z,0.08,0.08,670.59,2.38,TAKE_PROFIT_1,10.0
b2979013,BNXUSDT,LONG,2022-05-23T23:15:00.000Z,2022-05-24T08:45:00.000Z,112.58,114.42,300.54,1.60,TRAILING_STOP,10.0
4f43b2b1,BNXUSDT,LONG,2022-05-24T13:00:00.000Z,2022-05-24T13:15:00.000Z,113.73,113.70,-35.74,-0.07,TRAILING_STOP,8.1
86af1ddd,DOGEUSDT,LONG,2022-05-23T23:15:00.000Z,2022-05-24T13:45:00.000Z,0.08,0.08,-68.01,-0.36,BREAKEVEN,10.0
19cedf0d,SOLUSDT,LONG,2022-05-24T13:45:00.000Z,2022-05-24T14:00:00.000Z,47.78,48.20,392.23,0.85,STOP_LOSS,10.0
0b6a6a4b,XRPUSDT,LONG,2022-05-24T13:45:00.000Z,2022-05-24T14:00:00.000Z,0.39,0.40,576.61,1.15,STOP_LOSS,9.6
0d048fc3,BTCUSDT,LONG,2022-05-24T14:00:00.000Z,2022-05-24T15:45:00.000Z,28709.81,29315.97,466.46,2.07,TAKE_PROFIT_1,10.0
0e0fe7de,ETHUSDT,LONG,2022-05-24T14:00:00.000Z,2022-05-24T15:45:00.000Z,1915.62,1957.54,437.85,2.15,TAKE_PROFIT_1,10.0
c77e37c8,SOLUSDT,LONG,2022-05-25T06:00:00.000Z,2022-05-25T06:15:00.000Z,48.91,48.66,-274.22,-0.55,STOP_LOSS,6.3
0d048fc3,BTCUSDT,LONG,2022-05-24T14:00:00.000Z,2022-05-25T08:00:00.000Z,28709.81,29612.19,465.87,3.10,TRAILING_STOP,10.0
c784a98e,XRPUSDT,LONG,2022-05-25T08:15:00.000Z,2022-05-25T08:30:00.000Z,0.40,0.40,-192.13,-0.38,STOP_LOSS,6.2
2df00ca4,XRPUSDT,LONG,2022-05-25T09:30:00.000Z,2022-05-25T10:15:00.000Z,0.40,0.40,-33.69,-0.07,TRAILING_STOP,6.4
4121e0f5,SOLUSDT,LONG,2022-05-25T08:00:00.000Z,2022-05-25T10:45:00.000Z,48.49,48.45,-59.09,-0.12,TRAILING_STOP,6.6
0e0fe7de,ETHUSDT,LONG,2022-05-24T14:00:00.000Z,2022-05-25T11:00:00.000Z,1915.62,1953.90,266.14,1.96,TRAILING_STOP,10.0
3db22f84,ETHUSDT,LONG,2022-05-25T12:00:00.000Z,2022-05-25T13:30:00.000Z,1936.48,1975.32,589.57,1.97,TAKE_PROFIT_1,6.3
3db22f84,ETHUSDT,LONG,2022-05-25T12:00:00.000Z,2022-05-25T16:15:00.000Z,1936.48,1948.63,117.52,0.59,TRAILING_STOP,6.3
375ecc25,ETHUSDT,LONG,2022-05-25T23:30:00.000Z,2022-05-26T01:45:00.000Z,1943.86,1943.99,-16.54,-0.03,TRAILING_STOP,5.8
7df272b9,SOLUSDT,LONG,2022-05-26T05:15:00.000Z,2022-05-26T05:30:00.000Z,46.83,47.27,455.10,0.91,STOP_LOSS,5.8
ef0f20b2,DOGEUSDT,LONG,2022-05-26T05:15:00.000Z,2022-05-26T05:30:00.000Z,0.08,0.08,-96.71,-0.19,TRAILING_STOP,6.3
e54323a2,ETHUSDT,LONG,2022-05-26T05:15:00.000Z,2022-05-26T05:45:00.000Z,1930.92,1920.73,-283.90,-0.57,STOP_LOSS,5.8
0bb1787b,BNXUSDT,LONG,2022-05-26T04:45:00.000Z,2022-05-26T05:45:00.000Z,116.15,116.13,-30.72,-0.06,TRAILING_STOP,6.3
90b26968,BTCUSDT,LONG,2022-05-26T00:00:00.000Z,2022-05-26T06:00:00.000Z,29530.61,29512.11,-51.31,-0.10,TRAILING_STOP,5.8
91e839ab,SOLUSDT,LONG,2022-05-26T06:00:00.000Z,2022-05-26T06:15:00.000Z,46.02,45.99,-58.06,-0.12,TRAILING_STOP,5.8
8d0f08ae,SOLUSDT,LONG,2022-05-26T07:15:00.000Z,2022-05-26T08:15:00.000Z,45.64,45.41,-268.42,-0.54,TRAILING_STOP,5.9
e66dcf2b,DOGEUSDT,LONG,2022-05-26T08:15:00.000Z,2022-05-26T08:30:00.000Z,0.08,0.08,1023.65,2.05,STOP_LOSS,5.9
fd9ab4b4,XRPUSDT,LONG,2022-05-26T08:15:00.000Z,2022-05-26T08:30:00.000Z,0.38,0.39,886.07,1.77,STOP_LOSS,6.3
f3335e3e,ETHUSDT,LONG,2022-05-26T11:00:00.000Z,2022-05-26T11:15:00.000Z,1805.54,1803.85,-66.64,-0.13,TRAILING_STOP,5.0
097e1c43,ETHUSDT,LONG,2022-05-26T12:30:00.000Z,2022-05-26T13:00:00.000Z,1798.56,1794.22,-140.59,-0.28,TRAILING_STOP,5.0
b121a114,DOGEUSDT,LONG,2022-05-26T13:15:00.000Z,2022-05-26T13:30:00.000Z,0.08,0.08,468.91,0.94,STOP_LOSS,5.1
a24783d3,XRPUSDT,LONG,2022-05-26T13:15:00.000Z,2022-05-26T13:30:00.000Z,0.38,0.38,572.74,1.15,STOP_LOSS,5.0
2f97aeca,BNXUSDT,LONG,2022-05-26T19:00:00.000Z,2022-05-26T19:15:00.000Z,109.26,109.92,285.20,0.57,STOP_LOSS,4.6
9ff204b2,SOLUSDT,LONG,2022-05-26T19:45:00.000Z,2022-05-26T20:15:00.000Z,44.09,43.77,-383.31,-0.77,STOP_LOSS,4.5
bcceb77c,ETHUSDT,LONG,2022-05-26T23:45:00.000Z,2022-05-27T00:00:00.000Z,1792.60,1794.04,20.31,0.04,STOP_LOSS,4.7
b354c6e7,SOLUSDT,LONG,2022-05-26T23:45:00.000Z,2022-05-27T00:00:00.000Z,43.36,43.42,59.40,0.12,STOP_LOSS,4.7
cb27ea95,BTCUSDT,LONG,2022-05-26T23:45:00.000Z,2022-05-27T00:30:00.000Z,29205.85,29187.99,-50.55,-0.10,TRAILING_STOP,4.7
e8c4c071,SOLUSDT,LONG,2022-05-27T00:45:00.000Z,2022-05-27T01:00:00.000Z,43.04,42.97,-98.58,-0.20,TRAILING_STOP,4.7
8b400e92,XRPUSDT,LONG,2022-05-27T01:15:00.000Z,2022-05-27T01:30:00.000Z,0.39,0.39,-193.50,-0.39,STOP_LOSS,4.8
c527c856,ETHUSDT,LONG,2022-05-27T01:45:00.000Z,2022-05-27T02:00:00.000Z,1739.57,1738.24,-58.28,-0.12,TRAILING_STOP,4.9
